severity_level,severity_priority,reason,data_days,total_review_in_cnt,total_review_done_cnt,total_label_cnt,avg_review_in_cnt,avg_review_done_cnt,avg_label_cnt,label_rate,prev_avg_review_in_cnt,prev_label_rate,growth_rate,daily_delta,hit_rule_ids,hit_conditions
notice,3,title_leader_table_8578,7,64707.0,64038.0,4415.0,9243.857142857143,9148.285714285714,630.7142857142857,0.06894343983259939,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_regular_OCR_words_review,7,51766.0,51263.0,3115.0,7395.142857142857,7323.285714285715,445.0,0.060765074225074614,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,fence_recall,7,48477.0,48322.0,1728.0,6925.285714285715,6903.142857142857,246.85714285714286,0.03576010926700054,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,core_protection_gov_user,7,33043.0,33052.0,5.0,4720.428571428572,4721.714285714285,0.7142857142857143,0.0001512767759893501,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_sqdl_key_word_high_acc_review,7,32928.0,32912.0,2450.0,4704.0,4701.714285714285,350.0,0.07444093339815265,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,general_fever_review_high_value,7,31081.0,31059.0,2075.0,4440.142857142857,4437.0,296.42857142857144,0.06680833252841366,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_antidirt,7,30720.0,30376.0,2527.0,4388.571428571428,4339.428571428572,361.0,0.08319067685014485,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,LS_regular_BASE_OCR_words_review,7,30390.0,30018.0,502.0,4341.428571428572,4288.285714285715,71.71428571428571,0.0167232993537211,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_tibetan_risk_user_list_for_dailai_birthday_temp_manual,3,11593.0,11591.0,475.0,3864.3333333333335,3863.6666666666665,158.33333333333334,0.04098007074454318,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_gandalf_8class_p2_ls_manual,7,27028.0,26894.0,1310.0,3861.1428571428573,3842.0,187.14285714285714,0.048709749386480254,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_tibetan_risk_user_list_manual,7,22863.0,23357.0,1578.0,3266.1428571428573,3336.714285714286,225.42857142857142,0.06756004623881491,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_nlp_ocr_antidirt,7,23370.0,23120.0,1934.0,3338.5714285714284,3302.8571428571427,276.2857142857143,0.08365051903114187,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_regular_title_words_review,7,23258.0,23004.0,2248.0,3322.5714285714284,3286.285714285714,321.14285714285717,0.09772213528082073,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_eva_227415_general_multi_rept_review,3,9584.0,9715.0,535.0,3194.6666666666665,3238.3333333333335,178.33333333333334,0.055069480185280496,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_recall_xi,7,20450.0,20692.0,1497.0,2921.4285714285716,2956.0,213.85714285714286,0.07234680069592113,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,is_govB_media,7,18160.0,18177.0,42.0,2594.285714285714,2596.714285714286,6.0,0.0023106123122627496,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ocr_leader_table_500recall,7,17975.0,18131.0,701.0,2567.8571428571427,2590.1428571428573,100.14285714285714,0.03866306326181678,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,xueshanshizi_eva_33346_v6_2_jinshen,7,18109.0,17906.0,1169.0,2587.0,2558.0,167.0,0.06528537920250195,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,ZL_antidirt_10518_aigc_ocr_aigc_review,7,18972.0,17886.0,1673.0,2710.285714285714,2555.1428571428573,239.0,0.09353684445935369,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,N1_chuxing_model_llm_pe_review,4,8948.0,9275.0,108.0,2237.0,2318.75,27.0,0.011644204851752021,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,LS_duty_boy_26_review,7,15929.0,15961.0,1095.0,2275.5714285714284,2280.1428571428573,156.42857142857142,0.06860472401478604,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_safe_mind_leader_beyond_rule_leader_name_chinese_charactor_zl_friend_see_review,5,11880.0,11375.0,480.0,2376.0,2275.0,96.0,0.0421978021978022,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,pentax_fans_19_n2,7,15780.0,15726.0,1053.0,2254.285714285714,2246.5714285714284,150.42857142857142,0.066959175887066,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,LS_keywords_LLM,7,15686.0,15537.0,802.0,2240.8571428571427,2219.5714285714284,114.57142857142857,0.05161871661195855,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_recall_rewords_review,7,14538.0,14553.0,307.0,2076.8571428571427,2079.0,43.857142857142854,0.021095306809592523,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_national_security_fenlie_sensitive_person_face_manual,5,10476.0,10349.0,420.0,2095.2,2069.8,84.0,0.040583631268721616,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,high_risk_dedup_national_security_to_review,7,14320.0,14138.0,785.0,2045.7142857142858,2019.7142857142858,112.14285714285714,0.05552411939453954,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,LS_regular_COVER_OCR_words_review,7,14248.0,14069.0,202.0,2035.4285714285713,2009.857142857143,28.857142857142858,0.01435780794654915,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_mao_antidirt_unrecommend_review,7,13674.0,13783.0,483.0,1953.4285714285713,1969.0,69.0,0.03504316912138141,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,gov_b_leader,7,13568.0,13580.0,706.0,1938.2857142857142,1940.0,100.85714285714286,0.051988217967599414,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,high_risk_dedup_N1_to_review,7,12631.0,12433.0,916.0,1804.4285714285713,1776.142857142857,130.85714285714286,0.07367489745033379,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,national_security_uyghur_risk_user_list_manual,7,11927.0,11922.0,824.0,1703.857142857143,1703.142857142857,117.71428571428571,0.06911592014762624,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,special_account,7,11931.0,11872.0,1027.0,1704.4285714285713,1696.0,146.71428571428572,0.08650606469002696,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,lkq_eva_daonian,7,11919.0,11824.0,215.0,1702.7142857142858,1689.142857142857,30.714285714285715,0.018183355886332884,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,gov_b_sensitive_words,7,11797.0,11809.0,338.0,1685.2857142857142,1687.0,48.285714285714285,0.0286222372766534,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sinkiang,7,11757.0,11756.0,524.0,1679.5714285714287,1679.4285714285713,74.85714285714286,0.04457298400816604,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,n1_high_risk_dudep_with_crop_unsafeuser,7,11996.0,11683.0,777.0,1713.7142857142858,1669.0,111.0,0.0665068903535051,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_0845_govhr_review,7,11614.0,11520.0,261.0,1659.142857142857,1645.7142857142858,37.285714285714285,0.02265625,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,juvenile_pojiefangchenmi,7,10829.0,10674.0,1050.0,1547.0,1524.857142857143,150.0,0.0983698707138842,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,LS_regular_title_words_review,7,10672.0,10537.0,438.0,1524.5714285714287,1505.2857142857142,62.57142857142857,0.04156780867419569,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,sqds_sqdl_wy_mp_review,7,10319.0,10318.0,848.0,1474.142857142857,1474.0,121.14285714285714,0.08218647024617173,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,gov_b_political_account,7,10243.0,10244.0,31.0,1463.2857142857142,1463.4285714285713,4.428571428571429,0.00302616165560328,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,leader_title_nlp_antidirt,7,10078.0,9867.0,972.0,1439.7142857142858,1409.5714285714287,138.85714285714286,0.0985101854667072,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,hit_antidirt_2724,7,9358.0,9354.0,187.0,1336.857142857143,1336.2857142857142,26.714285714285715,0.01999144750908702,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_mechanisms_improper_use_review,7,9114.0,9125.0,700.0,1302.0,1303.5714285714287,100.0,0.07671232876712329,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,hit_sid_gandalf_dalai,7,8786.0,8877.0,271.0,1255.142857142857,1268.142857142857,38.714285714285715,0.03052833164357328,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,LS_tankman_26_review,7,8502.0,8493.0,338.0,1214.5714285714287,1213.2857142857142,48.285714285714285,0.0397974802778759,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,xize_sensitive_ls,7,8501.0,8420.0,389.0,1214.4285714285713,1202.857142857143,55.57142857142857,0.046199524940617576,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,risk_of_illegal_drug_list_v0626,6,7172.0,7186.0,667.0,1195.3333333333333,1197.6666666666667,111.16666666666667,0.09281937099916504,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,direct_review_sensitive_word,7,8462.0,8371.0,126.0,1208.857142857143,1195.857142857143,18.0,0.01505196511766814,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,dazi_attack_n1_review,7,8467.0,8316.0,419.0,1209.5714285714287,1188.0,59.857142857142854,0.050384800384800386,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,eva_045_wenge_sh,7,8373.0,8280.0,733.0,1196.142857142857,1182.857142857143,104.71428571428571,0.08852657004830917,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,risk_of_illegal_bypass_vpn_accelerator_v1,6,6984.0,6995.0,576.0,1164.0,1165.8333333333333,96.0,0.0823445318084346,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,xinjiang_review_antidirt,7,7727.0,7730.0,39.0,1103.857142857143,1104.2857142857142,5.571428571428571,0.005045278137128072,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,cartoon_leader_xp_recall,3,3002.0,3128.0,148.0,1000.6666666666666,1042.6666666666667,49.333333333333336,0.04731457800511509,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,model_llm_yingshe_ldr_pe_review,7,6979.0,7209.0,265.0,997.0,1029.857142857143,37.857142857142854,0.03675960604799556,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,high_threshold_leader_mao_B_eva_llm_gandalf,7,7003.0,6993.0,635.0,1000.4285714285714,999.0,90.71428571428571,0.0908050908050908,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
notice,3,n1_attack_eva_xijiu_review,7,7088.0,6888.0,58.0,1012.5714285714286,984.0,8.285714285714286,0.008420441347270616,0.0,0.0,0.0,0.0,notice_low_label_rate,近7天打标率<10%且进审量>0，纳入观察
